,date,addressCount,marketCap,supply,price,blockSize,dailyTransactions,NumERC20TokenTransfers,blockTime,gasPrice,gasLimit,gasUsed,blockCountsandReward,blockReward,uncles,ERC20_uniqueAddressTotalCount,ERC20_uniqueAddressReceiveCount,ERC20_uniqueAddressSentCount,ETH_uniqueAddressTotalCount,ETH_uniqueAddressReceiveCount,ETH_uniqueAddressSentCount,dailyETHBurnt,TranasctionFees,blockDifficulty,networkHash,networkTransactionFees,networkUtilization,pendingTransactions,contractsVerified,ENSRegistration
1761,5/25/2020,98652007,22671.333610128124,111079537.53125,204.10,26743,875607,493044,13.31,38094676834,9986055,60202898263,6363,13469.8125,445,259461,222531,130184,317561,238839,201551,,0,2262.0,178237.2261,2085507315893041833747,0.948,187766,66,0.0
1762,5/26/2020,98779093,22333.068967474686,111093214.78125,201.03,28230,916975,486543,13.07,37860437126,9984546,61165579540,6478,13677.25,432,255478,211041,135675,335851,254890,216220,,0,2240.724,179206.0128,2141285354723071273000,0.9465,186285,61,0.0
1763,5/27/2020,98898302,23147.99513271437,111106821.21875,208.34,26742,896217,482264,13.22,42827563449,9983442,60555877495,6444,13606.4375,439,244445,191932,131421,332968,259582,220749,,0,2295.608,182878.1103,2325220858460414649087,0.9418,185113,74,0.0
1764,5/28/2020,99014386,24479.81134948437,111120342.03125,220.30,27984,907265,492060,13.23,39750197752,9983262,60676512378,6413,13520.8125,417,247690,198447,134864,340054,267558,220013,,0,2259.74,178634.5644,2256467455712699971378,0.9487,184995,102,0.0
1765,5/29/2020,99132158,24511.7029298775,111133945.09375,220.56,30559,949269,499509,13.22,34983980235,9984681,60619345455,6434,13603.0625,441,257314,204156,135913,374674,303570,220263,,0,2275.065,181030.9257,1962587621660917705669,0.944,185781,68,0.0
1766,5/30/2020,99249376,27072.215626740937,111147578.21875,243.57,27272,881950,460933,13.18,33659377964,9984256,60551833065,6440,13633.125,450,237266,180760,140070,346995,277960,213042,,0,2300.422,183447.9762,1896568442988871679979,0.9431,184952,72,0.0
1767,5/31/2020,99377607,25759.399149119687,111161261.59375,231.73,29261,850103,463271,13.08,28385719806,9982447,61203032008,6475,13683.375,442,239420,193902,134708,328248,262815,198581,,0,2328.437,186409.674,1571986221142110020639,0.9478,185612,56,0.0
1768,6/1/2020,99501528,27594.70629952656,111174837.03125,248.21,29940,929874,499801,13.24,32379485381,9980666,59422202661,6401,13575.4375,463,258769,207081,143062,355227,280897,226840,,0,2299.27,182664.2025,1797136197086225245260,0.9309,185709,94,0.0
1769,6/2/2020,99631855,26441.74618462219,111188537.84375,237.81,30160,980902,529945,13.12,36613726636,9980480,60656887961,6458,13700.8125,469,266927,215189,151453,388814,310760,238820,,0,2308.87,185110.461,2084439248004069404784,0.9418,185496,73,0.0
1770,6/3/2020,99758353,27195.5782774125,111202070.15625,244.56,27391,898364,484729,13.28,29769950061,9979408,60245383681,6401,13532.3125,437,243106,206394,132487,352013,280355,208847,,0,2357.415,186574.1541,1621421726143587859543,0.9437,186082,102,0.0
1771,6/4/2020,99914268,27064.31882277969,111215610.53125,243.35,28846,930407,508151,13.21,31888384257,9981730,60867856811,6427,13540.375,410,256998,218292,136733,366835,291466,219370,,0,2367.81,187369.4002,1738229046055936126570,0.9497,185973,77,0.0
1772,6/5/2020,100165981,26703.9413501675,111229345.84375,240.08,27446,901995,486211,13.06,32258089816,9981234,61502016231,6484,13735.3125,457,240848,209454,123077,347352,271335,210192,,0,2316.215,186074.6592,1820203352024090301197,0.9511,185624,85,0.0
1773,6/6/2020,100333342,26929.690620165,111242938.78125,242.08,29092,946196,557473,13.2,38721024282,9978583,61088327324,6435,13592.9375,431,324167,294203,113554,332189,250853,199382,,0,2340.879,186023.9917,2061880529831878828299,0.9526,185748,39,0.0
1774,6/7/2020,100449362,27230.04808502344,111256580.53125,244.75,29164,943786,573222,13.1,40787069912,9980244,60748748486,6466,13641.75,420,338488,307007,113992,317232,233340,201189,,0,2366.153,188580.2037,2242188973701267545650,0.942,185700,43,0.0
1775,6/8/2020,100566359,27424.751598354687,111270140.78125,246.47,29047,966206,535339,13.26,41524824461,9978900,60052985764,6411,13560.25,440,294238,253008,136626,369337,274452,234984,,0,2333.228,185010.9266,2268498663741874028003,0.939,186296,87,0.0
1776,6/9/2020,100677504,27153.260093875,111283852.84375,244.00,28817,923075,517044,13.11,37266087486,9979235,61096035988,6480,13712.0625,449,265188,207419,159066,361895,296522,200431,,0,2285.532,183292.2598,2152572191774426729806,0.9454,186135,91,0.0
1777,6/10/2020,100791630,27602.845225324687,111297307.46875,248.01,31137,939890,514404,13.35,581876396895,9981745,60311175849,6372,13454.625,422,246715,199440,145179,348050,281055,206477,,0,2277.162,179062.9459,13028588186697553022110,0.9489,186097,65,0.0
1778,6/11/2020,100906566,25624.884483189064,111310909.53125,230.21,30366,925331,491277,13.14,709708435545,9979137,61181419926,6458,13602.0625,413,229783,187998,136402,349349,280948,211093,,0,2281.666,181450.5696,15374798287622809537641,0.9499,186140,84,0.0
1779,6/12/2020,101020408,26444.046679123123,111324605.03125,237.54,27921,889318,515655,13.04,35616566860,9980198,61189587169,6506,13695.5,416,274409,202435,159980,364656,301559,202240,,0,2275.795,182327.0387,2048130098978082940336,0.9424,186652,77,0.0
1780,6/13/2020,101147141,26521.88421240531,111338248.65625,238.21,25744,833267,471643,13.19,29377910098,9982525,61047248653,6488,13643.625,402,240294,182174,144254,343521,285163,177887,,0,2291.641,182747.7365,1591207928394137935753,0.9427,186705,64,0.0
1781,6/14/2020,101258646,25790.21777864469,111351918.21875,231.61,25218,785017,463063,13.03,24230716812,9980816,61760294204,6526,13669.5625,369,226311,172159,132108,318564,261300,170853,,0,2300.612,183596.2569,1340126564787117426574,0.949,187092,31,0.0
1782,6/15/2020,101370363,25723.213418083124,111365544.28125,230.98,29458,912281,514653,13.14,43250992524,9980246,61069649199,6462,13626.0625,417,242630,188181,144104,356076,281882,218401,,0,2302.546,183324.2542,2532148961200187207418,0.948,187127,79,0.0
1783,6/16/2020,101480065,26213.06639709844,111379079.65625,235.35,28873,904928,514563,13.2,40533137609,9977209,60941058656,6435,13535.375,402,254194,188820,154696,352652,289000,208027,,0,2353.433,186231.7117,2306791403269001499229,0.9507,186999,96,0.0
1784,6/17/2020,101585564,26039.128485405,111392575.65625,233.76,28123,879736,529859,13.21,42028712404,9984092,60946003731,6416,13496.0,400,258749,197556,149656,346857,280770,214563,,0,2301.87,181591.9844,2423167163772731424344,0.9519,162116,93,0.0
1785,6/18/2020,101692650,25761.56891479125,111406196.65625,231.24,28974,913845,529846,13.18,38424496007,9980779,61069412568,6450,13621.0,436,261429,196317,160094,374782,312862,207533,,0,2296.669,183042.3685,2227178718122304728902,0.9491,150582,96,0.0
1786,6/19/2020,101816499,25482.849367160936,111419917.65625,228.71,30653,945942,572897,13.05,39365512466,10743046,66910453808,6503,13721.0,432,273853,210011,162504,363156,298705,213562,,0,2330.632,187071.0167,2476531669893170697218,0.9545,150898,75,0.0
1787,6/20/2020,101974272,25506.024508454688,111433546.71875,228.89,31027,941415,547762,13.14,29553002666,11867176,72612038879,6463,13629.0625,421,252450,176326,167080,366642,308339,198430,,0,2358.639,187926.7704,1950967532255413929433,0.9472,151376,55,0.0
1788,6/21/2020,102116463,25391.021179194064,111447224.59375,227.83,34003,987058,559428,13.09,29937373565,11950565,73789408610,6505,13677.875,402,235829,174534,155501,350978,293195,194296,,0,2346.555,187588.6189,1991253869474589985672,0.9499,151684,49,0.0
1789,6/22/2020,102229470,27118.415293490623,111460810.90625,243.30,36756,1092083,634837,13.19,41302954545,11883870,72492819746,6455,13586.3125,405,279238,215154,169297,385734,316092,227925,,0,2319.236,184143.0795,2846216099040018670974,0.946,152383,69,0.0
1790,6/23/2020,102349204,27106.12906290375,111474457.40625,243.16,37098,1119442,659346,13.18,45491287860,11956674,72895209155,6442,13646.5,456,300925,222532,180426,401405,330210,235246,,0,2350.415,187652.3397,3195626346711575457700,0.9472,151936,81,0.0
1791,6/24/2020,102478463,26150.65717283,111488135.96875,234.56,38433,1070862,584545,13.08,46589720161,11945719,73472841345,6483,13678.5625,429,247759,184172,166438,381492,314207,233177,,0,2362.403,188992.2743,3310327331324018082761,0.9506,152277,83,0.0
1792,6/25/2020,102637549,25907.432316810937,111501753.03125,232.35,38239,1041742,544169,13.23,42575132701,11805413,72163570447,6450,13617.0625,433,239640,171638,161376,377998,308736,232902,,0,2405.277,191614.8727,2945818529675432825662,0.9478,152592,88,0.0
1793,6/26/2020,102801929,25588.313250740623,111515354.53125,229.46,35309,1017505,570798,13.23,38176707953,11917515,73135681440,6448,13601.5,428,257668,182698,167395,380731,314987,231576,,0,2406.899,191549.0379,2687986422651098698253,0.9531,152748,65,0.0
1794,6/27/2020,102945748,24626.67546655156,111528805.15625,220.81,36473,1017138,547007,13.35,36769845271,11831137,71543111126,6365,13450.625,430,239547,162382,166799,375433,314110,220254,,0,2387.371,187756.7497,2518039543941557424345,0.9511,153281,58,0.0
1795,6/28/2020,103101379,25095.957431570936,111542546.03125,224.99,33612,997731,535941,13.04,35078209646,11910675,73730203640,6522,13740.875,418,231323,177074,147962,384846,323988,198990,,0,2341.417,188072.1358,2422832912076800232206,0.95,153829,51,0.0
1796,6/29/2020,103231833,25419.170460901874,111556089.09375,227.86,34827,1056189,559913,13.27,39552762105,11750394,71375635583,6393,13543.0625,453,241768,202896,142164,445326,377156,212832,,0,2397.435,189963.4223,2696246474766179447670,0.9513,153980,95,0.0
1797,6/30/2020,103355396,25167.915815320623,111569801.46875,225.58,34511,1111318,570953,13.13,52294541588,11943192,73318387064,6479,13712.375,454,263850,216887,150080,424414,346557,239677,,0,2358.195,189228.7371,3606557485461472448646,0.9485,153932,121,0.0
1798,7/1/2020,103485373,25781.336360504687,111583364.46875,231.05,35255,1044438,568406,13.29,47358992980,11665708,71176581831,6409,13563.0,448,256039,208924,151562,411699,336182,235283,,0,2337.925,185545.71,3222543483902834234649,0.954,154096,107,0.0
1799,7/2/2020,103648645,25275.588640310936,111596929.84375,226.49,36414,1039119,596188,13.22,42603951322,11861903,72107146226,6442,13565.375,406,249828,197384,157999,406711,334668,225451,,0,2358.316,186918.4078,2905199004049536270076,0.9446,154498,102,
1800,7/3/2020,103791471,25129.12561200469,111610595.65625,225.15,35935,1022098,590844,13.12,44742407160,11708464,71788223874,6475,13665.8125,429,243511,191344,155276,388347,317932,222472,,0,2382.837,190406.3447,3022917815020714278694,0.9484,155021,68,
1801,7/4/2020,103962056,25599.878210706876,111624131.03125,229.34,32081,946287,544421,13.19,33268484751,11897229,72784835528,6427,13535.375,406,239770,178104,153491,384319,318908,198786,,0,2408.139,190449.2609,2248859530928512358811,0.9536,155077,79,
1802,7/5/2020,104201996,25456.754671682807,111637743.59375,228.03,29736,880075,492667,13.14,31655035139,11766025,72950841323,6494,13612.5625,373,200341,172168,118836,344150,278599,190341,,0,2377.38,188952.1425,2104098255599082388940,0.9551,155586,73,
1803,7/6/2020,104367766,26992.834433035,111651366.78125,241.76,34649,1020012,586049,13.13,40437764877,11717902,71920102702,6457,13623.1875,423,245816,214259,141801,382756,307643,226874,,0,2389.479,190273.3022,2723247348690025392667,0.9504,155638,100,
1804,7/7/2020,104545360,26727.03183425156,111665058.84375,239.35,35739,1064506,594732,13.11,40907231924,11847029,73031480121,6492,13692.0625,425,262351,215674,156724,406188,332866,232298,,0,2349.911,188128.8811,2766367003929471507421,0.9505,155693,88,
1805,7/8/2020,104688452,27596.93642988656,111678752.09375,247.11,36696,1092210,629970,13.06,52093643866,11698675,72958739417,6506,13693.25,412,271164,222105,163821,406388,326817,245164,,0,2428.375,194438.6022,3598790589979815018850,0.9577,156133,86,
1806,7/9/2020,104831760,27038.488150405,111692366.78125,242.08,36306,1070343,613391,13.16,47477907527,11894129,72763009946,6430,13614.6875,451,266809,222122,158115,404057,327312,239570,,0,2403.29,191400.8872,3261717336780908395077,0.9524,156189,101,
1807,7/10/2020,105011595,26944.571055935936,111705862.34375,241.21,33660,1034806,573716,13.26,38637254876,11837007,72210167258,6406,13495.5625,405,242660,207490,143446,385148,313725,226656,,0,2391.924,188557.7734,2558535355607017198838,0.9537,156471,87,
1808,7/11/2020,105224148,26728.917223335935,111719612.21875,239.25,31408,982930,528691,13.08,33735159452,11722436,72943190236,6533,13749.875,406,232416,184963,146378,391142,320248,212623,,0,2396.733,192487.6551,2248096114225864282011,0.9534,156664,74,
1809,7/12/2020,105447888,27133.31034506625,111733282.59375,242.84,33339,997960,559093,13.13,32085351933,11892084,73073815745,6491,13670.375,410,232393,195643,140250,372090,302386,208949,,0,2423.943,193606.8197,2110058415005634421365,0.9475,156566,70,
1810,7/13/2020,105588503,26766.748228459062,111746955.40625,239.53,38813,1151834,659918,13.1,50960828747,11960544,73850785774,6493,13672.8125,405,275841,230901,171337,422083,340610,256923,,0,2444.765,195185.0935,3601214356254305380910,0.9517,157134,81,
1811,7/14/2020,105739361,26871.69543899875,111760503.40625,240.44,35595,1098661,627006,13.24,44351239353,11937483,72909067421,6406,13548.0,436,269866,227260,161187,418471,332054,258664,,0,2408.928,190762.5661,2991335326102245343615,0.954,157474,107,
1812,7/15/2020,105858345,26649.193297488124,111774151.90625,238.42,36339,1111360,571263,13.16,51587477037,11955157,73788176889,6465,13648.5,424,248361,204662,154459,436128,356002,247977,,0,2384.779,190147.5158,3588577455502007393925,0.9551,158118,61,
1813,7/16/2020,105970267,26114.71561031531,111787661.53125,233.61,34885,1068620,543190,13.27,55735259161,11930537,72500484619,6414,13509.625,402,235596,198747,139541,394000,316742,249336,,0,2416.896,190666.2482,3865754091592233201094,0.9477,158034,86,
1814,7/17/2020,106079399,26023.96736801156,111801208.78125,232.77,35469,1078101,582189,13.18,58219936374,11812362,72007685336,6454,13547.25,380,233871,197901,140365,385733,313378,244623,,0,2361.18,186762.8145,3972430200784223370038,0.9447,158274,107,
1815,7/18/2020,106182011,26370.43803647,111814950.96875,235.84,37273,1071509,602926,13.05,50656559485,11944837,74033402643,6526,13742.1875,411,209487,177922,128307,362714,291192,222550,,0,2402.132,192865.5901,3643109447045698123511,0.9503,158042,46,
1816,7/19/2020,106276743,26751.614375525623,111828502.53125,239.22,39012,1082448,633438,13.2,54609003475,11899546,73510728068,6451,13551.5625,385,205043,176655,121184,375637,306577,211743,,0,2424.578,191833.4859,3943184193284246228374,0.958,158177,63,
1817,7/20/2020,106378980,26412.63204078,111842107.21875,236.16,38791,1143700,673343,13.23,70536742504,11902209,72789157337,6436,13604.6875,435,240352,203432,140760,413162,332084,241703,,0,2362.944,187914.2271,5079939728370055162756,0.9511,158850,95,
1818,7/21/2020,106487144,27501.951300919063,111855660.71875,245.87,38915,1120095,660325,13.27,75884344678,11868511,72751379169,6380,13553.5,472,248435,212206,137387,377815,294927,245359,,0,2302.394,182592.6446,5327699459643371300350,0.9606,158683,72,
1819,7/22/2020,106591986,29569.27742594,111869239.65625,264.32,39086,1138040,652397,13.16,72342074874,11943131,74015587006,6460,13578.9375,395,234317,193599,140519,397424,314727,247018,,0,2277.415,180690.7122,5190742889966917525524,0.9596,158979,86,
1820,7/23/2020,106712725,30840.550784795312,111883006.65625,275.65,38977,1147143,646703,12.98,81533077820,11930028,74677796733,6522,13767.0,428,236067,199795,140349,414992,324451,264147,,0,2360.073,189843.8271,5987575656320563942793,0.9601,159016,92,
1821,7/24/2020,106824729,31286.3119289625,111896680.71875,279.60,40054,1146282,670674,13.03,76416250014,12023349,75049970554,6502,13674.0625,397,233477,201534,135367,392813,307539,249821,,0,2452.14,195802.2415,5618909110124034397868,0.9599,159668,94,
1822,7/25/2020,106940646,34207.558843724066,111910095.34375,305.67,43155,1175506,677550,13.37,82224184318,12430463,76179056080,6355,13414.625,422,242283,189771,150134,414293,327797,254128,,0,2383.629,186965.8875,6151602366100149462718,0.9647,160032,56,
1823,7/26/2020,107084418,34860.903095169066,111923790.71875,311.47,38987,1137893,650173,13.05,72868554221,12474260,78306549441,6488,13695.375,426,229835,188271,139866,415912,327085,256625,,0,2431.628,194586.5201,5485496427984096034846,0.9675,160011,63,
1824,7/27/2020,107214053,36087.49198857344,111937380.15625,322.39,42468,1261456,708791,13.15,96651241529,12476026,77447071989,6444,13589.4375,419,261968,219583,154681,452901,349959,295493,,0,2450.504,194650.5431,7408947483320944644976,0.9634,160970,108,
1825,7/28/2020,107372973,35541.09800812656,111951044.21875,317.47,40420,1222353,677661,13.06,71667637214,12476712,78112767375,6476,13664.0625,425,273756,215437,174673,484572,388301,290967,,0,2511.147,200572.0905,5390118728745693388190,0.9668,160786,109,
1826,7/29/2020,107500768,35634.99976781531,111964683.34375,318.27,40069,1163851,668519,13.07,74335028131,12475407,78178695620,6512,13639.125,362,246731,208889,145774,412271,324071,257205,,0,2533.984,201604.2163,5617714564653579610690,0.9623,160905,93,
1827,7/30/2020,107631246,37540.67938671094,111978163.71875,335.25,40034,1164479,693366,13.27,71596140466,12471353,76393925734,6386,13480.375,414,272423,231263,152755,417721,335018,257820,,0,2495.872,196434.3489,5260650225870491995567,0.9592,160840,108,
1828,7/31/2020,107777110,38839.88208628344,111991817.09375,346.81,41294,1218838,726870,13.02,78904447180,12479174,77859908512,6479,13653.375,414,254218,215616,158540,424884,336913,266482,,0,2394.726,191051.4298,5923281011221086161618,0.963,161017,145,
1829,8/1/2020,107953990,43392.05991966781,112005523.65625,387.41,39194,1171566,704662,13.06,63846952921,12476644,78103433534,6517,13706.5625,397,248936,208520,154730,444440,355871,261917,,0,2438.661,195149.3351,4787707585697867678776,0.9605,161516,108,
1830,8/2/2020,108164925,41663.29400095281,112019181.03125,371.93,38262,1125886,654478,13.07,79704212228,12478026,77676603717,6486,13657.375,406,231943,193718,147613,429791,337038,266891,,0,2515.079,200624.1553,5869132000950836174936,0.9598,161836,98,
1831,8/3/2020,108339298,43255.88363837813,112032850.65625,386.10,39135,1176793,701438,13.09,69980285209,12463898,77368571564,6476,13669.625,422,256524,218625,161495,447624,352199,272133,,0,2428.338,193873.5688,5239882103576560135436,0.9586,162060,130,
1832,8/4/2020,108535186,43674.56473338281,112046396.09375,389.79,38779,1164208,676166,13.16,59805862058,12478270,76773617744,6405,13545.4375,439,260796,220403,159199,457094,364565,268721,,0,2463.09,195108.6717,4364523550976062571426,0.9606,163047,128,
1833,8/5/2020,108727520,44949.494727675,112059968.90625,401.12,39224,1182699,683130,13.16,55170121710,12481144,77380401083,6457,13572.8125,389,255238,210553,167262,461384,367159,275896,,0,2453.223,194383.8445,4072485598146812543417,0.9602,163032,145,
1834,8/6/2020,108890473,44276.968078992184,112073728.90625,395.07,40071,1215885,687868,13.02,60216328698,12474671,77511522141,6515,13760.0,432,260271,216769,173112,465284,376641,274317,,0,2452.908,197226.264,4472749497312235981305,0.9538,163274,167,
1835,8/7/2020,109043924,42544.99877259906,112087358.78125,379.57,41244,1249695,738711,13.03,75118872696,12469658,77596467503,6483,13629.875,394,265363,232579,168043,441552,351170,283022,,0,2517.386,200371.091,5687037008480652926912,0.9599,163615,96,
1836,8/8/2020,109184121,44566.84062463875,112100917.15625,397.56,40882,1182406,717674,13.17,68308662136,12468529,76823830153,6457,13558.375,378,251881,205830,164078,417797,338630,247085,,0,2543.811,201237.8237,5151003834098893317623,0.9542,163923,68,
1837,8/9/2020,109319881,43756.08149001375,112114588.21875,390.28,42761,1229151,772604,13.04,77549796325,12468830,78460962723,6530,13671.0625,357,246496,209819,154066,391435,312459,245456,,0,2592.107,206618.5654,6082735958813068791962,0.9636,164040,62,
1838,8/10/2020,109447687,44384.82358313,112128192.15625,395.84,43623,1289980,825333,13.06,118330751632,12461115,77842975139,6482,13603.9375,375,266027,229800,159604,411595,316283,281026,,0,2573.426,204235.9306,9332143403862948644579,0.9638,164424,106,
1839,8/11/2020,109571728,42495.01853532688,112141812.78125,378.94,42282,1254244,794248,13.06,130226317248,12473010,77366491731,6468,13620.625,398,265491,225841,151002,405350,306646,273858,,0,2534.225,201388.74,9978837169161022042157,0.9592,164722,129,
1840,8/12/2020,109699675,43425.49604289344,112155520.65625,387.19,42490,1229214,787084,12.97,223687371417,12467102,78108663311,6507,13707.875,406,236658,208473,115464,351422,239533,259385,,0,2562.046,204993.2998,17753881325514429951316,0.9635,165090,103,
1841,8/13/2020,109866295,47668.50817737531,112169113.53125,424.97,40820,1209139,777824,13.12,263647078854,12475298,77864730512,6479,13592.875,374,258474,212618,136663,377816,273889,265791,,0,2583.445,204911.4056,20263769671817138975962,0.9638,165164,116,
1842,8/14/2020,110020218,49193.262868695936,112182761.78125,438.51,41348,1201546,758913,13.06,214593972654,12475556,78425468279,6504,13648.25,372,251315,209081,129521,391305,288549,259178,,0,2676.095,212972.5266,16401402644040696598472,0.9667,165162,81,
1843,8/15/2020,110253482,48539.50539981469,112196346.53125,432.63,37635,1107833,718154,13.08,121279985669,12475990,77865065737,6475,13584.75,372,255410,195877,144942,402008,311321,241429,,0,2729.267,216288.0682,9106110432234129429607,0.9639,165944,107,
1844,8/16/2020,110474797,48682.29205437344,112209962.09375,433.85,39415,1152369,725333,13.05,103405893872,12479241,78478834034,6505,13615.5625,357,241242,189979,137447,396728,310455,238982,,0,2656.59,210989.8461,7887333043662946834337,0.9668,165562,79,
1845,8/17/2020,110671542,48397.45185345688,112223373.03125,431.26,40568,1181976,770494,13.26,115609204834,12471678,77437433421,6398,13410.9375,359,263278,218898,142595,398428,302595,252291,,0,2581.957,201924.5938,8615110456915525905387,0.9704,166068,141,
1846,8/18/2020,110813676,47406.716052338124,112237123.09375,422.38,41973,1229256,823354,12.9,132626960562,12472898,78965311743,6561,13750.0625,369,268464,228925,140861,388973,294554,251937,,0,2477.495,198715.741,10289919865475848653542,0.965,166269,127,
1847,8/19/2020,110946949,45781.483286770315,112250786.53125,407.85,41021,1216891,798076,13.01,138374481225,12480657,78649648994,6507,13663.4375,379,265177,221129,144738,396285,306627,250570,,0,2599.291,207161.0726,10761369485028570386515,0.9685,167018,145,
1848,8/20/2020,111079169,46706.49419827125,112264431.78125,416.04,40494,1182994,803562,12.96,116489744937,12473185,79126229540,6534,13645.25,340,248007,207988,137311,394016,304315,241162,,0,2658.943,211546.0195,9115819759427231100957,0.9709,167283,129,
1849,8/21/2020,111193054,43561.62849110688,112278025.90625,387.98,43296,1256752,843942,13.04,161842347101,12471648,78579746074,6490,13594.125,362,288495,211010,173520,418943,326515,279626,,0,2728.688,216400.1501,12542571127880770334378,0.9712,167728,126,
1850,8/22/2020,111385307,44406.805994533126,112291523.78125,395.46,38709,1102479,757154,13.15,107429133452,12442376,77588023144,6456,13497.875,346,240176,179574,147855,377006,294112,232972,,0,2705.915,213028.1383,7988313002713527164302,0.9658,167802,106,
1851,8/23/2020,111632140,43879.91461821,112305268.78125,390.72,37975,1122524,795007,12.92,86163918808,12454450,79293509632,6577,13745.0,340,262160,173802,176297,391132,314108,235275,,0,2729.43,218512.3304,6545508370911400747622,0.9681,168050,111,
1852,8/24/2020,111781557,45829.45892464407,112318846.46875,408.03,39426,1162182,860096,13.0,98937713405,12461923,78840099923,6516,13577.6875,319,273404,199873,174507,397914,312163,239686,,0,2726.634,215700.7195,7735147337275361352838,0.9709,168225,150,
1853,8/25/2020,111961688,43061.463798144374,112332299.78125,383.34,38422,1138199,806092,13.2,110741208100,12462972,77562617010,6425,13453.3125,353,268873,215052,158041,385868,298839,249162,,0,2759.997,216519.2237,8374263920855750279866,0.9687,168335,171,
1854,8/26/2020,112140481,43367.82365651188,112346053.71875,386.02,38849,1166218,826240,12.92,93103481649,12468014,79254937017,6569,13753.9375,363,269967,210220,163863,397722,312148,245435,,0,2736.414,219546.5723,7184344913879484796998,0.9676,168162,195,
1855,8/27/2020,112309398,43053.95862880438,112359618.53125,383.18,37975,1136576,810725,13.07,97826615038,12453143,78273347480,6497,13564.8125,337,274479,216924,163428,391712,308659,238123,,0,2725.937,215614.0542,7359339848328002175688,0.9675,168399,187,
1856,8/28/2020,112470023,44448.11442739562,112373247.78125,395.54,38556,1131912,835637,13.01,93087752585,12462725,78430303714,6533,13629.25,328,245530,205905,142591,370248,286630,228786,,0,2780.536,220801.5637,7197373137505451825337,0.9633,168927,169,
1857,8/29/2020,112617605,44818.75793073656,112386865.09375,398.79,39752,1130992,863889,13.04,102907957139,12466695,78478309540,6508,13617.3125,353,228404,193448,132920,341047,264507,214016,,0,2701.461,214522.2972,7841944389077539377433,0.9673,169064,118,
1858,8/30/2020,112724043,48224.3185779075,112400518.78125,429.04,41266,1142415,876757,12.96,211899164124,12467005,78784401243,6531,13653.6875,351,215465,190204,111935,316417,228034,222136,,0,2744.793,218630.3631,16600841154918788758936,0.9677,169302,92,
1859,8/31/2020,112827833,48799.05038382188,112414306.34375,434.10,41082,1235856,949155,12.89,236124357466,12458410,79535399741,6592,13787.5625,353,255730,223541,136008,371267,270946,263141,,0,2734.388,219795.4565,18895060100885389447099,0.9686,169474,189,
1860,9/1/2020,112924458,53494.32738106781,112427917.40625,475.81,41299,1245701,978688,13.0,445944863506,12452457,78863623702,6531,13611.0625,321,241676,214037,116784,367221,252935,269732,,0,2877.914,228234.5557,35517224014836771946337,0.9697,169434,178,
1861,9/2/2020,113008866,49455.141082742804,112441491.21875,439.83,39767,1181212,998753,13.06,480096303210,12470752,78426177487,6491,13573.8125,349,233977,200155,116218,349031,240138,252620,,0,2875.642,227655.0292,37967158995045616164133,0.9689,169880,207,
1862,9/3/2020,113091844,43009.54022029437,112455002.40625,382.46,39339,1149636,986426,13.04,391330863477,12454381,78205133568,6463,13511.1875,343,238553,193727,128323,351151,246372,247128,,0,2831.203,223022.8005,30984757575692851707096,0.9716,170180,238,
1863,9/4/2020,113214256,43402.85912534469,112468863.53125,385.91,37490,1141207,914460,12.83,232290794845,12459654,79480732784,6607,13861.125,382,249771,198071,141203,393339,295633,243168,,0,2898.344,234450.5062,18017476672827923240600,0.9657,170470,254,
1864,9/5/2020,113300530,37708.61918849125,112482457.90625,335.24,36170,1040906,897740,12.99,276608264542,12459273,77953696178,6542,13594.375,298,204427,165138,115153,315690,225774,208710,,0,2948.503,233423.1502,21819805280675596653698,0.9566,170161,172,
1865,9/6/2020,113494463,39676.30736118156,112496264.03125,352.69,35851,1026667,836061,12.83,129483046259,12463261,80181154846,6611,13806.125,346,218120,161810,131899,347957,263183,205163,,0,3001.691,241698.6327,10035002966135380862241,0.9732,170715,176,
1866,9/7/2020,113664684,39794.70554952188,112509769.71875,353.70,36290,1051480,845539,13.14,112638419991,12461271,78174242990,6470,13505.6875,331,236290,185412,140344,352857,270789,205342,,0,3065.247,241281.8019,8661755118994052264771,0.9697,170506,253,
1867,9/8/2020,113849900,37971.01587807344,112523383.84375,337.45,36065,1026700,846538,12.99,103774996937,12461220,78767421313,6523,13614.125,330,227806,185689,129567,343663,261635,196983,,0,3017.172,239313.3931,7993849042571247572820,0.969,170805,248,
1868,9/9/2020,113981147,39517.342892685934,112536929.78125,351.15,36405,1052603,882500,13.06,120490254791,12464900,78589349592,6490,13545.9375,331,221553,186077,128279,320893,240184,199228,,0,3008.319,237497.0047,9240837949614631230289,0.9715,171045,292,
1869,9/10/2020,114059033,41428.73154690156,112550548.90625,368.09,39037,1120964,968679,13.0,179314983224,12459241,78652835328,6510,13619.125,354,220482,185152,127619,316192,231248,205610,,0,2947.015,234123.9587,13897301460729026795548,0.9697,171564,201,
1870,9/11/2020,114141370,42097.89339746719,112564222.03125,373.99,37013,1074413,973608,12.9,147230410369,12460321,79743009950,6571,13673.125,310,221066,184302,128565,311490,229502,199177,,0,3036.542,241833.8269,11537870588263039506401,0.9739,171700,246,
